GO:0003824	0.0
GO:0005198	0.0
GO:0038024	0.0
GO:0003774	0.0
GO:0140911	0.0
GO:0060089	0.0
GO:0140489	0.0
GO:0140776	0.0
GO:0045735	0.0
GO:0140104	0.0
GO:0140223	0.0
GO:0140691	0.0
GO:0140313	0.0
GO:0140110	0.0
GO:0005215	0.0
GO:0140777	0.0
GO:0140522	0.0
GO:0045182	0.0
GO:0044183	0.0
GO:0098772	0.0
GO:0140657	0.0
GO:0140299	0.0
GO:0140912	0.0
GO:0005488	0.0
GO:0141047	0.0
GO:0060090	0.0
GO:0016209	0.0
GO:0016787	1.651685138688597
GO:0016874	4.728116273367828
GO:0009975	7.437666409953634
GO:0140640	3.294388248577064
GO:0140096	1.6303114878960296
GO:0032451	7.119136891528136
GO:0004133	12.847057346091335
GO:0016853	4.949211890085825
GO:0061783	9.039702424033731
GO:1904091	11.26209484537018
GO:0016740	1.248772171944732
GO:0016491	2.639432877864578
GO:0016829	4.335304692323956
GO:0030280	6.215439660694681
GO:0005201	4.593951283948411
GO:0008307	5.057898383708201
GO:0005199	6.10852445677817
GO:0030527	6.10852445677817
GO:0042302	5.745954377393461
GO:0019911	7.10852445677817
GO:0005213	8.915879378835772
GO:0008147	8.330916878114618
GO:0017056	4.243454036864278
GO:0098918	4.786596361890807
GO:0005212	5.828416537585433
GO:0097493	7.10852445677817
GO:0003735	0.6420837796215084
GO:0008316	9.915879378835774
GO:0005200	3.8284165375854338
GO:0004998	4.92283213947754
GO:0061714	5.507794640198696
GO:0004873	6.507794640198696
GO:0016964	6.507794640198696
GO:0070287	5.507794640198696
GO:0030228	2.115477217419936
GO:0030226	4.92283213947754
GO:0097020	5.507794640198696
GO:0140488	6.507794640198696
GO:0005044	2.259867126755111
GO:0000156	6.437405312307299
GO:0031992	9.022367813028454
GO:0038023	0.030845966952759155
GO:0140490	0.0
GO:0140775	4.247927513443585
GO:0003789	3.2479275134435857
GO:0140132	6.459431618637298
GO:0140142	1.787006276665802
GO:0016530	2.652076696579693
GO:0140414	4.652076696579693
GO:0005344	4.874469117916141
GO:0097163	4.0
GO:0140597	1.289506617194985
GO:0016251	0.5758602936139037
GO:0000995	2.216317906926764
GO:0001181	2.7188182474559466
GO:0140610	4.6048620581588615
GO:0097351	4.189824558880018
GO:0140487	3.3824696368224134
GO:0140311	0.9044223400177689
GO:0003712	1.9025254030471168
GO:0001073	9.688250309133178
GO:0001070	11.273212809854336
GO:0043856	9.273212809854334
GO:0003700	0.4371624547962646
GO:0001072	8.951284714966972
GO:0003711	7.813781191217037
GO:0022857	0.09329473357676918
GO:0140318	5.161609733230309
GO:0005319	3.63876894441695
GO:0140778	0.0
GO:0045183	7.813781191217037
GO:0030371	2.0324214776923775
GO:0030545	2.2772282874165484
GO:0140659	9.329796338220703
GO:0060590	4.729883496033574
GO:0016247	3.9289169019385177
